hospital_clean,medical_condition,total_admissions,average_billing
figueroa-thompson,Arthritis,1,20785.31965138978
figueroa-wall,Cancer,1,11795.45217719058
figueroa-young,Cancer,1,29632.147238892903
finley and sons,Diabetes,1,23985.154737887457
"finley and vargas, gutierrez",Obesity,2,42098.46613817421
"finley burgess, patterson and",Diabetes,1,33839.491030592006
finley group,Hypertension,1,9147.436909516591
"finley long and juarez,",Arthritis,1,15431.708873380469
finley ltd,Hypertension,1,44980.99663955425
"finley rodriguez, herrera and",Arthritis,1,34103.06630817132
"finley salinas, jones and",Obesity,1,13795.00467692272
"finley, and martin olson",Cancer,1,25299.080761534355
finley-jackson,Diabetes,1,38967.82273527533
finley-miles,Hypertension,1,13630.520463232546
finley-peterson,Hypertension,1,23397.93755462152
finley-reyes,Asthma,1,48941.62481224688
finley-schmidt,Cancer,1,17160.78823852752
finley-snyder,Asthma,1,7826.5511363074
"fischer and davila, thomas",Obesity,1,41595.43468747601
"fischer and sims garcia,",Arthritis,1,38402.93726809928
"fischer austin johnson, and",Cancer,1,18800.09797824105
"fischer carter kennedy, and",Arthritis,1,10517.13345635184
fischer group,Arthritis,1,37068.428994617
fischer group,Asthma,2,16887.354095085666
"fischer henderson, and nguyen",Cancer,1,7592.7246202528595
"fischer hernandez, and smith",Cancer,2,9356.263335274918
"fischer jackson and beck,",Cancer,1,7528.527525625986
fischer llc,Diabetes,1,43212.24788850462
fischer ltd,Hypertension,1,30283.174586610003
"fischer ramos, and parrish",Hypertension,1,32580.02850786678
"fischer williams, and conner",Obesity,1,15636.277517819664
"fischer, hardy martinez and",Arthritis,1,26494.613539430306
"fischer, webb jones and",Cancer,1,31874.721643853853
fischer-adams,Arthritis,1,15940.698011439456
fischer-barrett,Arthritis,1,46002.38282737788
fischer-garner,Arthritis,1,27644.208238955573
fischer-green,Obesity,1,23225.036252633952
fischer-henry,Cancer,1,7414.054093499682
fischer-marquez,Arthritis,1,33432.50158527017
fischer-nash,Obesity,1,50631.79503716737
fischer-powers,Obesity,1,4754.225879602072
fischer-robinson,Hypertension,1,28444.522792523712
fischer-walker,Cancer,1,40646.28652301472
"fisher alvarado, and wright",Arthritis,1,13969.270012315654
"fisher and buchanan garcia,",Arthritis,1,31301.16268630012
"fisher and cain ross,",Arthritis,1,23730.56754716934
"fisher and hood, wade",Hypertension,1,42248.3517652883
"fisher and horton, massey",Hypertension,1,1368.7979908585514
"fisher and morales, waters",Hypertension,1,47889.86553353488
fisher and sons,Cancer,1,29218.75192466898
"fisher and vance murphy,",Cancer,1,2224.7538367838783
"fisher and webster crawford,",Obesity,1,35374.10549555988
"fisher bradley price, and",Arthritis,1,45779.510511316446
"fisher burton, keith and",Obesity,2,6872.411150943737
"fisher caldwell, and sandoval",Asthma,1,5609.948808322688
"fisher carlson jones, and",Diabetes,1,7637.47902839623
fisher group,Asthma,1,30998.265407554147
fisher group,Hypertension,1,19915.517153603352
fisher group,Obesity,1,23263.14250575712
fisher inc,Asthma,1,3903.7562434997735
"fisher kirk, and becker",Asthma,1,34804.88395505898
"fisher knight, walker and",Asthma,1,9014.65905427386
fisher llc,Arthritis,1,21741.49080082238
fisher llc,Hypertension,1,13377.07321482788
fisher llc,Obesity,1,4194.769773307242
fisher ltd,Cancer,1,18495.58283101981
fisher ltd,Diabetes,1,44387.61046077157
fisher ltd,Hypertension,1,37990.27331789184
"fisher perez and sullivan,",Cancer,2,19125.16630878508
fisher plc,Arthritis,1,22622.470884947707
fisher plc,Diabetes,2,22930.655783318325
fisher plc,Hypertension,1,40869.03814580422
"fisher smith and durham,",Diabetes,1,19778.821238025776
"fisher stevens, and bailey",Asthma,1,46304.14363468893
"fisher tucker, and jennings",Cancer,1,10815.271503349426
"fisher woods and webb,",Diabetes,1,34626.58126842129
"fisher, and ellis clark",Cancer,1,15017.969103210951
"fisher, and johnson mueller",Cancer,1,38470.68829185922
"fisher, and montgomery edwards",Diabetes,2,15420.018683826647
"fisher, and smith santos",Asthma,1,15076.74766535952
"fisher, and white woods",Diabetes,1,32486.489704083186
"fisher, barrett peterson and",Diabetes,1,38360.381281490176
"fisher, moore jackson and",Diabetes,1,35041.224094410674
"fisher, morgan and jackson",Obesity,1,15296.183353616274
"fisher, peck kennedy and",Diabetes,1,44161.27845963618
"fisher, ruiz and turner",Hypertension,1,32192.6813752216
"fisher, vance obrien and",Diabetes,1,36667.60907902652
fisher-aguilar,Obesity,1,36329.12549003742
fisher-burch,Asthma,1,39411.65247376282
fisher-carpenter,Hypertension,1,12360.163228461908
fisher-clark,Asthma,1,30044.54557682269
fisher-conrad,Arthritis,1,21922.2345189062
fisher-cox,Diabetes,1,14569.983683112054
fisher-donaldson,Arthritis,1,46429.89387060246
fisher-dunlap,Obesity,1,15351.773814022805
fisher-evans,Cancer,1,39195.03573504902
fisher-fitzgerald,Hypertension,1,45727.030197526685
fisher-keller,Arthritis,1,21909.217671989903
fisher-lewis,Arthritis,1,21268.730798410143
fisher-madden,Diabetes,1,22925.81019606757
fisher-mclean,Asthma,1,34829.84620553869
fisher-mora,Hypertension,1,47543.228673498175
fisher-perez,Asthma,1,29790.846838577025
fisher-rodriguez,Diabetes,1,14890.431061392588
fisher-rogers,Obesity,1,30849.15108932428
fisher-romero,Obesity,1,25525.396546526776
fisher-smith,Asthma,1,33008.88925405431
fisher-smith,Obesity,1,41864.34125056924
fisher-snow,Obesity,1,3366.8594910221664
fisher-stevens,Obesity,1,19160.930386146512
fisher-wells,Hypertension,1,2845.1022089468697
fisher-white,Hypertension,1,13645.063320213369
fitzgerald and sons,Arthritis,1,40236.82454690892
"fitzgerald cox, and matthews",Diabetes,1,43874.02038266013
"fitzgerald dougherty, and jones",Obesity,1,26154.79713336192
fitzgerald group,Hypertension,1,43171.7980075932
fitzgerald group,Obesity,1,30103.525466201707
"fitzgerald parrish harris, and",Hypertension,1,32427.47248753531
"fitzgerald terry shepherd, and",Obesity,1,37688.81675302298
"fitzgerald, and price rodriguez",Arthritis,1,174.9658746964085
"fitzgerald, cummings reed and",Asthma,2,23529.167007037868
"fitzgerald, elliott and lawson",Arthritis,1,46163.61164717338
"fitzgerald, michael and estrada",Asthma,1,35622.19525064218
fitzgerald-arias,Asthma,1,16226.772489420968
fitzgerald-bentley,Hypertension,1,32921.35709918171
fitzgerald-esparza,Asthma,1,3648.39152155592
fitzgerald-fields,Arthritis,1,37761.868638560605
fitzgerald-fuentes,Asthma,1,10161.779012786135
fitzgerald-graham,Hypertension,1,40736.97633783171
fitzgerald-hale,Diabetes,1,20494.15386534707
fitzgerald-johnson,Cancer,1,44868.3687207588
fitzgerald-lam,Asthma,2,15309.403496996523
fitzgerald-miller,Cancer,1,41577.515441584364
fitzgerald-mills,Arthritis,2,31341.1505621024
fitzgerald-morris,Arthritis,1,14460.680116426893
fitzgerald-nguyen,Cancer,1,7156.20918883706
fitzgerald-paul,Hypertension,1,18839.91168983157
fitzgerald-robinson,Asthma,1,45180.81705501504
fitzgerald-stewart,Obesity,1,36869.94926901118
fitzgerald-whitaker,Diabetes,1,11539.114887579522
"fitzpatrick and davis, cook",Diabetes,2,20815.837644463834
"fitzpatrick bishop ellis, and",Arthritis,1,16322.939237903664
"fitzpatrick ford ball, and",Hypertension,1,39588.22875775235
"fitzpatrick gibson and andersen,",Arthritis,1,10772.692331016597
fitzpatrick inc,Hypertension,1,10228.502728916836
"fitzpatrick, nielsen and mcdonald",Cancer,2,-887.0242189947885
fitzpatrick-gentry,Asthma,1,30514.751859872253
fitzpatrick-holt,Cancer,1,3145.635467190501
fitzpatrick-johnson,Diabetes,1,36895.68656013518
fitzpatrick-perez,Obesity,1,8817.663339240717
fitzpatrick-pierce,Obesity,1,34487.33846301572
fitzpatrick-ramirez,Arthritis,1,30914.8212771984
fitzpatrick-robinson,Asthma,1,157.55536417057328
fitzpatrick-wagner,Asthma,1,47648.04660806146
fitzpatrick-webb,Arthritis,1,23047.27025723807
"fleming allen, and wade",Obesity,1,31489.711407298702
"fleming and melton, snow",Diabetes,1,32623.546791829227
"fleming and skinner, acosta",Cancer,1,17993.551478239984
"fleming bauer and smith,",Hypertension,1,7024.978432229455
"fleming garza, davis and",Arthritis,1,32625.86084942296
"fleming humphrey and drake,",Arthritis,1,11803.902322701368
fleming inc,Arthritis,1,48023.92217153309
fleming inc,Obesity,1,10211.391396140898
fleming plc,Diabetes,1,48377.96219850078
fleming plc,Obesity,1,875.0211206172324
"fleming rodriguez and young,",Diabetes,1,12769.963273279269
fleming sons and,Diabetes,1,9154.41146338301
fleming sons and,Hypertension,1,39224.91391115952
"fleming, and estrada mills",Diabetes,1,26605.27623061526
"fleming, and frey wong",Asthma,1,13256.251985294784
"fleming, caldwell alvarez and",Asthma,1,1599.233337904467
"fleming, edwards short and",Diabetes,1,10115.038413348646
"fleming, thomas and reed",Obesity,1,27759.892316407186
fleming-baker,Hypertension,1,48939.50164772461
fleming-carney,Cancer,1,14952.686163543223
fleming-clark,Diabetes,1,45442.22142933453
fleming-davis,Arthritis,1,49408.05353092607
fleming-diaz,Hypertension,1,26267.98265873418
fleming-franco,Asthma,1,35019.25896045132
fleming-goodwin,Arthritis,1,49821.420953668814
fleming-klein,Asthma,1,24638.362001590303
fleming-morales,Obesity,1,37221.45860556548
fleming-palmer,Asthma,1,22539.9841353449
fleming-peters,Hypertension,1,3238.1507765335514
fleming-rodgers,Obesity,2,39294.06649644874
fleming-sellers,Arthritis,1,11649.456802729996
fleming-vance,Arthritis,1,5446.096261772397
"fletcher and baldwin, houston",Obesity,1,26794.95188115058
"fletcher and hoover smith,",Cancer,1,14940.40929687994
"fletcher and parker, cummings",Arthritis,1,4009.8448605458766
fletcher and sons,Hypertension,1,26547.05865546628
"fletcher garcia and howard,",Cancer,1,8287.601753951274
fletcher group,Hypertension,1,44050.49871426282
fletcher inc,Hypertension,1,30195.380153856346
fletcher inc,Obesity,1,11235.99841671392
fletcher ltd,Asthma,1,38685.26244574598
fletcher ltd,Diabetes,2,40424.90939810824
"fletcher ortiz, white and",Obesity,1,21029.5480467843
fletcher plc,Arthritis,1,45724.89314993797
fletcher plc,Hypertension,1,40908.184736658215
"fletcher pratt, fischer and",Hypertension,1,43508.54791190119
"fletcher, cortez serrano and",Arthritis,2,6621.4712084846815
"fletcher, lee and taylor",Obesity,1,40052.01464380381
fletcher-andrade,Cancer,1,32866.88708671067
fletcher-bowers,Diabetes,1,41270.22173830373
fletcher-bray,Arthritis,1,8057.621613229101
fletcher-gibson,Cancer,1,8144.18933237564
fletcher-higgins,Asthma,2,43254.58191545693
fletcher-hoffman,Arthritis,1,14136.649246154877
fletcher-miles,Hypertension,1,16865.13923105626
fletcher-pierce,Asthma,1,20427.788079030863
"flores and higgins oneill,",Diabetes,1,30934.99853842096
"flores and king castro,",Asthma,1,24220.40890553652
"flores and lee, patton",Obesity,2,34010.9745716255
"flores and owens, harrison",Arthritis,1,43096.73595996469
"flores and reynolds, reyes",Obesity,1,2147.353772399277
"flores and sims, smith",Arthritis,1,37180.62128790118
flores and sons,Arthritis,1,42269.12548753142
flores and sons,Cancer,1,13766.845190671713
flores and sons,Obesity,1,40202.82022921331
"flores and sullivan joyce,",Asthma,1,7240.357968024866
"flores barnett greene, and",Arthritis,1,15245.157331920014
"flores contreras, and green",Diabetes,2,49073.92680260542
"flores dean and hall,",Diabetes,1,38094.56954814873
"flores flynn miller, and",Arthritis,1,22464.76488052368
"flores friedman and white,",Hypertension,1,29740.96019872634
"flores gardner, and le",Cancer,1,19308.13217299853
"flores garner, montoya and",Hypertension,1,1202.144792408872
flores group,Obesity,1,48679.94232029833
"flores hanson and bryan,",Cancer,1,15313.43747253537
flores inc,Cancer,1,45813.10429006867
flores inc,Diabetes,2,33536.39820921224
flores inc,Hypertension,1,25268.095625553506
flores llc,Arthritis,1,47023.91003784588
flores llc,Diabetes,1,48315.82583052586
flores llc,Hypertension,1,43527.37575284956
flores llc,Obesity,1,43601.28895469824
flores ltd,Asthma,3,26759.758812561824
flores ltd,Obesity,1,6094.3527571296045
"flores martinez and hughes,",Diabetes,1,25503.80864947855
"flores miller, cowan and",Asthma,1,14025.392235437655
"flores montoya, terry and",Diabetes,2,44728.12202340022
"flores perez and barton,",Diabetes,2,6828.232929379799
"flores phillips and alexander,",Obesity,1,49244.44781460733
flores plc,Asthma,1,25110.890694121805
flores plc,Obesity,1,4722.2840848314
"flores smith and obrien,",Obesity,1,6602.619923564548
"flores smith, and garza",Diabetes,1,9618.283059151134
flores sons and,Cancer,1,17658.472403553427
"flores stewart, johnston and",Cancer,1,27919.47889302241
"flores valdez, and nelson",Diabetes,1,2191.3165853377227
"flores, and buckley boone",Asthma,1,38867.2321156133
"flores, and gibson rodriguez",Hypertension,1,30502.96493077817
"flores, and king adams",Hypertension,1,18384.539370518607
"flores, and stevens smith",Diabetes,1,43927.59414144307
"flores, and wright bradley",Arthritis,1,13857.233471203725
"flores, davis and roberts",Obesity,1,5966.127783515068
"flores, miller and rodriguez",Asthma,1,37659.01794212059
"flores, reynolds and brown",Asthma,2,39826.45784066077
flores-aguilar,Hypertension,1,5538.697634983044
flores-bridges,Hypertension,1,49305.193315785335
flores-burton,Arthritis,1,28026.08106165746
flores-chan,Cancer,1,13482.445152116305
flores-clark,Diabetes,1,7342.669695054872
flores-cox,Hypertension,1,12698.691136209303
flores-davis,Cancer,1,33345.30593174178
flores-davis,Diabetes,2,28523.296966441987
flores-duncan,Hypertension,1,42772.04712153634
flores-ellis,Cancer,1,8254.750378079332
flores-flowers,Cancer,1,35173.96750198846
flores-franco,Arthritis,1,43923.04031061162
flores-garcia,Asthma,1,33895.65346626715
flores-garcia,Cancer,1,41593.42557411434
flores-garcia,Obesity,1,29859.24424306693
flores-glass,Hypertension,1,2707.7082524511943
flores-glover,Arthritis,1,19204.30175482915
flores-gregory,Diabetes,1,7681.344156648928
flores-hall,Cancer,1,27066.23749056409
flores-hamilton,Asthma,1,23636.717585118826
flores-harvey,Arthritis,1,6114.95351787573
flores-hayden,Cancer,1,27408.5274929286
flores-herrera,Obesity,1,38199.95695232358
flores-hicks,Hypertension,1,12263.338111232964
flores-ho,Diabetes,1,16928.409952788043
flores-hoffman,Obesity,1,30492.686859331432
flores-johns,Diabetes,2,36414.12111035069
flores-johnson,Diabetes,1,43011.67641008549
flores-jones,Hypertension,1,24667.070993362417
flores-joseph,Cancer,1,9643.191427167763
flores-maldonado,Cancer,1,5790.6167471596
flores-mckay,Obesity,1,9525.445208442929
flores-miller,Hypertension,1,26799.598848485784
flores-nguyen,Asthma,1,45964.038571448735
flores-parker,Diabetes,1,40482.60668746217
flores-pena,Cancer,1,33794.57937238882
flores-perkins,Obesity,2,23533.824602291577
flores-powell,Hypertension,1,41899.120471809976
flores-riley,Hypertension,1,36623.61586755436
flores-roman,Diabetes,1,30753.68882330775
flores-roman,Hypertension,1,5871.653408280394
flores-smith,Hypertension,1,32881.55679825898
flores-thomas,Arthritis,1,2464.774590759384
flores-wallace,Hypertension,1,46553.708974564
flores-watts,Diabetes,1,44170.03999537925
flores-webb,Obesity,1,48036.04799806277
flores-wilkinson,Asthma,1,6240.413042202658
flores-wilson,Hypertension,1,25458.140147063903
flowers group,Cancer,1,38950.04693267005
flowers llc,Hypertension,1,50418.855996092
"flowers mccarthy, and williams",Obesity,1,7702.674386166924
"flowers, johnson hunter and",Asthma,1,45283.50802272999
"flowers, kemp anderson and",Arthritis,1,29255.24339550481
flowers-bonilla,Asthma,1,24189.29768950204
flowers-crawford,Asthma,1,38978.65692440594
flowers-edwards,Hypertension,1,7811.1629273279905
flowers-gonzalez,Arthritis,1,26285.183571649708
flowers-johnson,Obesity,1,28628.523517704667
flowers-kirby,Cancer,1,3525.19816210589
flowers-lane,Arthritis,1,21937.69563023917
flowers-mills,Obesity,2,2015.560013890025
flowers-reid,Obesity,1,35210.296776383635
flowers-salazar,Hypertension,1,26712.67209008504
flowers-york,Arthritis,1,9571.53342061378
"floyd and garcia, wright",Cancer,1,22312.851430997365
"floyd and williams stephenson,",Diabetes,1,49784.88625341037
"floyd cline, landry and",Arthritis,1,31769.137579723
floyd group,Asthma,1,26239.298377359908
floyd inc,Asthma,1,45017.62780251512
floyd llc,Cancer,2,45089.42922115481
floyd ltd,Arthritis,1,18943.218506809808
floyd ltd,Asthma,2,30513.05406797526
"floyd, and eaton hall",Arthritis,1,10783.684674025126
"floyd, and johnson miller",Obesity,1,22579.839968191296
"floyd, and warren strong",Hypertension,1,12569.764305308328
floyd-anderson,Diabetes,1,39947.22350027424
floyd-castillo,Cancer,1,46945.23735339174
floyd-castro,Diabetes,1,39555.58025998552
floyd-davis,Arthritis,2,6037.24474647345
floyd-evans,Diabetes,1,40148.13873407354
floyd-hayes,Cancer,1,50240.70341828776
floyd-mckinney,Hypertension,1,41637.92160996932
floyd-neal,Hypertension,1,22518.9034332534
floyd-patterson,Diabetes,1,5566.461135375258
floyd-sosa,Obesity,1,26828.83666633288
floyd-wright,Diabetes,1,2267.0826839713213
floyd-young,Arthritis,2,16846.10012530592
"flynn and patterson, schroeder",Asthma,1,18732.916647570182
"flynn barnett kelly, and",Cancer,1,35849.85834901921
flynn inc,Diabetes,1,15648.366937666317
"flynn lopez, and lopez",Hypertension,1,38998.77016647937
flynn ltd,Asthma,1,46679.18961583423
flynn sons and,Asthma,1,42288.01699896318
"flynn thompson jacobs, and",Diabetes,1,28388.229595219207
"flynn, and hardy lopez",Obesity,1,36961.680444355065
"flynn, and harris mullins",Diabetes,2,33188.92575890549
